,number,classification,timestamp,latitude,longitude,report,key_words
2112,16691,Class B,1958-04-15 12:00:00+00:00,37.055,-121.845, Man describes possible sighting during childhood in Hinkley Basin,Man describes possible sighting childhood Hinkley Basin
2113,16722,Class B,2006-11-19 12:00:00+00:00,38.015,-120.245, Possible vocalizations heard by resident near Twain Harte,Possible vocalizations heard resident near Twain Harte
2114,17458,Class B,2006-07-14 12:00:00+00:00,37.1303,-118.9386, Hikers describe possible stalking and vocalizations the John Muir Wilderness,Hikers describe possible stalking vocalizations John Muir Wilderness
2115,18325,Class B,2006-10-26 12:00:00+00:00,37.28675,-118.8741, Possible sighting and howls heard by deer hunters in John Muir Wilderness.,Possible sighting howls heard deer hunters John Muir Wilderness.
2116,18403,Class B,2007-03-25 12:00:00+00:00,38.20835,-120.0416, Possible road-crossing sighting in daylight near Strawberry,Possible road-crossing sighting daylight near Strawberry
2117,19448,Class B,2007-06-01 12:00:00+00:00,36.1999,-118.1666, Possible vocalizations heard by campers near Monache Mountain,Possible vocalizations heard campers near Monache Mountain
2118,20306,Class B,2007-09-25 12:00:00+00:00,37.5999,-119.0," Young man claims possible sighting at night near Lake Mary, outside Mammoth","Young man claims possible sighting night near Lake Mary, outside Mammoth"
2119,20594,Class B,2007-07-27 12:00:00+00:00,37.90613,-119.2481, Campers hear possible whoop-howls near Yosemite (Sawmill campground),Campers hear possible whoop-howls near Yosemite (Sawmill campground)
2120,21165,Class B,2007-08-27 12:00:00+00:00,38.80435,-120.0825, Possible brief daylight sighting by a U.S. Forest Service botonist outside Phillips,Possible brief daylight sighting U.S. Forest Service botonist outside Phillips
2121,21684,Class B,1980-05-16 12:00:00+00:00,37.15889,-118.3743," Man describes childhood incident, a possible approach at Seven Lakes","Man describes childhood incident, possible approach Seven Lakes"
2122,21808,Class B,2007-09-30 12:00:00+00:00,38.95285,-121.0479, Possible sighting by family walking their dog near Auburn,Possible sighting family walking dog near Auburn
2123,22431,Class B,1997-08-23 12:00:00+00:00,41.23598,-123.292, Forestry workers report possbile encounter along the Klamath River near Orleans,Forestry workers report possbile encounter along Klamath River near Orleans
2124,22598,Class B,2008-01-07 12:00:00+00:00,35.7,-117.9667, Possible vocalizations heard outside Inyokern,Possible vocalizations heard outside Inyokern
2125,22815,Class B,2008-01-09 12:00:00+00:00,36.07081,-118.2084, Campers hear loud vocalizations near Kennedy Meadows,Campers hear loud vocalizations near Kennedy Meadows
2126,23319,Class B,2008-03-26 12:00:00+00:00,37.76666,-118.5333, Father and son come across two sets of tracks while hunting near Benton.,Father son come across two sets tracks hunting near Benton.
2127,23424,Class B,2007-08-23 12:00:00+00:00,38.17625,-119.864, Son and father hear possible sasquatch vocalizations in the Emigrant Wilderness,Son father hear possible sasquatch vocalizations Emigrant Wilderness
2128,23811,Class B,2007-08-11 12:00:00+00:00,40.35259,-124.0101," Campers hear multiple, pre-dawn vocalizations in Humboldt Redwoods State Park","Campers hear multiple, pre-dawn vocalizations Humboldt Redwoods State Park"
2129,23974,Class B,2006-10-21 12:00:00+00:00,38.09832,-120.0397, Camping couple report possible vocalizations outside Long Barn around 6,Camping couple report possible vocalizations outside Long Barn around 6
2130,24137,Class B,2008-07-17 12:00:00+00:00,33.66675,-116.7, Young couple encounter something large on Lake Hemet,Young couple encounter something large Lake Hemet
2131,24277,Class B,2008-08-05 12:00:00+00:00,38.375,-120.125, Campers hear strange vocalizations for over an hour while camping outside Dorrington,Campers hear strange vocalizations hour camping outside Dorrington
2132,24456,Class B,2008-08-21 12:00:00+00:00,34.04165,-117.0416, Native American experiences a close encounter from her backyard outside the San Bernadino National Forest,Native American experiences close encounter backyard outside San Bernadino National Forest
2133,24743,Class B,2008-09-23 12:00:00+00:00,38.04165,-119.2167, Camper has a possible close encounter west of Mono Lake,Camper possible close encounter west Mono Lake
2134,24795,Class B,2008-08-11 12:00:00+00:00,35.5803,-118.3804, Campers hear lengthy call and response sequence between creatures in the Giant Sequoia National Monument,Campers hear lengthy call response sequence creatures Giant Sequoia National Monument
2135,24877,Class B,2008-10-17 12:00:00+00:00,35.95835,-118.375, Deer hunter comes across possible sasquatch tracks (w/ cell phone photo of one track),Deer hunter comes across possible sasquatch tracks (w/ cell phone photo one track)
2136,24929,Class B,2009-01-28 12:00:00+00:00,41.84998,-124.1417, Husband and wife have a possible encounter in a KOA campground north of Crescent City,Husband wife possible encounter KOA campground north Crescent City
2137,25492,Class B,2009-02-26 12:00:00+00:00,35.17748,-118.625, Young man and his Aunt & Uncle observe large tracks just below their horse pasture in Tehachapi (w/photos),Young man Aunt & Uncle observe large tracks horse pasture Tehachapi (w/photos)
2138,25648,Class B,2003-09-15 12:00:00+00:00,38.03917,-120.0459," Possible nighttime encounter, food taken from hunters camping near Tuolumne","Possible nighttime encounter, food taken hunters camping near Tuolumne"
2139,26152,Class B,2004-06-05 12:00:00+00:00,33.81678,-116.6329, Backpackers hear whoops and tree push over SE of Round Valley in the Mt. San Jacinto Wilderness Area,Backpackers hear whoops tree push SE Round Valley Mt. San Jacinto Wilderness Area
2140,26381,Class B,1973-04-15 12:00:00+00:00,40.8333,-122.6417, Man recalls adversarial encounter with an unknown creature near French Gulch,Man recalls adversarial encounter unknown creature near French Gulch
2141,26386,Class B,2009-08-10 12:00:00+00:00,34.2556,-116.7944, Mother and daughter describe possible howls close to their home near Big Bear City,Mother daughter describe possible howls close home near Big Bear City
2142,27327,Class B,2010-08-29 12:00:00+00:00,41.1139,-122.7, Wilderness campers have an unknown visitor in the Trinity Alps of Northern California,Wilderness campers unknown visitor Trinity Alps Northern California
2143,27687,Class B,2010-05-07 12:00:00+00:00,34.66363,-118.4538, Possible tracks found in snow and mud on family property many years ago near Lake Hughes,Possible tracks found snow mud family property many years ago near Lake Hughes
2144,27844,Class B,2010-06-10 12:00:00+00:00,35.12931,-118.3302, Two young men hiking outside Tehachapi come across possible tracks,Two young men hiking outside Tehachapi come across possible tracks
2145,27966,Class B,2010-07-31 12:00:00+00:00,37.79337,-119.118, Possible howl heard by three family members while on vacation at June Lake,Possible howl heard three family members vacation June Lake
2146,38933,Class B,2013-01-07 12:00:00+00:00,40.5835,-122.553, Footprints found along snow covered road near Whiskeytown Lake,Footprints found along snow covered road near Whiskeytown Lake
2147,42148,Class B,2013-09-13 12:00:00+00:00,35.84503,-118.6331, Possible nighttime encounters at a campground near Pine Flat Resort,Possible nighttime encounters campground near Pine Flat Resort
2148,47165,Class B,2014-07-15 12:00:00+00:00,38.77386,-120.4036, Two campers take photos of what they see in the trees in the El Dorado National Forest,Two campers take photos see trees El Dorado National Forest
2149,56754,Class B,2009-07-01 12:00:00+00:00,34.33843,-117.1776," Sighting in Deep Creek Wilderness, near Lake Arrrowhead","Sighting Deep Creek Wilderness, near Lake Arrrowhead"
2150,2069,Class B,2001-03-25 12:00:00+00:00,55.3,-119.9, Big tracks with huge stride found,Big tracks huge stride found
2151,6829,Class B,1979-07-15 12:00:00+00:00,54.88394,-112.6921, Possible sighting by off-road bikers near Buck Lake,Possible sighting off-road bikers near Buck Lake
2152,10127,Class B,1988-06-15 12:00:00+00:00,53.53485,-119.2044, Possible tracks found in Jasper National Park,Possible tracks found Jasper National Park
2153,10597,Class B,2004-05-08 12:00:00+00:00,55.404,-119.152, Campers find footprints near Grande Prairie.,Campers find footprints near Grande Prairie.
2154,10883,Class B,2005-02-13 12:00:00+00:00,50.7,-112.76, Footprint found on the Siksika Nation Reserve near Cluny.,Footprint found Siksika Nation Reserve near Cluny.
2155,15835,Class B,1992-09-15 12:00:00+00:00,49.9818,-112.9413, Possible Vocalizations heard in Southern Alberta,Possible Vocalizations heard Southern Alberta
2156,23259,Class B,2001-08-30 12:00:00+00:00,54.27101,-113.4698, Family hears ear piercing sream outside their cabin north of Westlock,Family hears ear piercing sream outside cabin north Westlock
2157,25378,Class B,1985-08-07 12:00:00+00:00,51.03149,-114.7982, Man remembers backyard baseball game interrupted by possible screams near Morley,Man remembers backyard baseball game interrupted possible screams near Morley
2158,26517,Class B,2009-08-09 12:00:00+00:00,51.35316,-115.0964, Strange screams frighten fly fisherman and cattle near Sundre,Strange screams frighten fly fisherman cattle near Sundre
2159,26746,Class B,1997-09-14 12:00:00+00:00,54.7,-117.18, Hunter recalls strange incidents while camping near Valleyview,Hunter recalls strange incidents camping near Valleyview
2160,27154,Class B,2007-02-14 12:00:00+00:00,51.20306,-114.7861, Two witnesses and possible double sighting in the Waiparous Creek Provincial Recreation Area,Two witnesses possible double sighting Waiparous Creek Provincial Recreation Area
2161,27910,Class B,1997-09-06 12:00:00+00:00,53.13605,-117.7728, Memory told of finding possible fresh tracks and pebbles thrown while hiking near Jasper,Memory told finding possible fresh tracks pebbles thrown hiking near Jasper
2162,28583,Class B,2002-01-28 12:00:00+00:00,50.55219,-115.0944, Tourists recount their viewing of a biped walking up hill in Kananaskis Country,Tourists recount viewing biped walking hill Kananaskis Country
2163,34794,Class B,2011-05-14 12:00:00+00:00,51.03202,-115.09, Possible dusk sighting at Kananaskis campground,Possible dusk sighting Kananaskis campground
2164,55604,Class B,2016-09-06 12:00:00+00:00,52.78074,-116.3651, Two hunters experience prolonged tree shaking and rock throwing near Nordegg,Two hunters experience prolonged tree shaking rock throwing near Nordegg
2165,857,Class B,1968-09-24 12:00:00+00:00,49.70889,-125.2581, Possible sighting around 2,Possible sighting around 2
2166,2852,Class B,1998-03-15 12:00:00+00:00,49.5368,-125.1676, Possible vocalization heard by camper in Strathcona Provincial Park,Possible vocalization heard camper Strathcona Provincial Park
2167,3945,Class B,2002-02-11 12:00:00+00:00,50.50041,-116.1386, Possible tracks observed on a frozen lake near Invemere,Possible tracks observed frozen lake near Invemere
2168,5041,Class B,1996-01-21 12:00:00+00:00,53.24,-120.105, Large tracks found in snow near home southeast of McBride,Large tracks found snow near home southeast McBride
2169,6579,Class B,2002-08-15 12:00:00+00:00,53.53125,-124.2721, Possible rock throwing at Batnuni Lake,Possible rock throwing Batnuni Lake
2170,7456,Class B,2003-11-05 12:00:00+00:00,49.25,-121.8," Unusual call silenced coyotes, frightened dog","Unusual call silenced coyotes, frightened dog"
2171,7911,Class B,2000-08-15 12:00:00+00:00,50.09222,-125.5634, Possible stalking at Echo Lake near Campbell River,Possible stalking Echo Lake near Campbell River
2172,9069,Class B,1998-07-15 12:00:00+00:00,49.82221,-117.0654, Possible approaches to a boat ramp on Kootenay Lake,Possible approaches boat ramp Kootenay Lake
2173,9438,Class B,2004-10-04 12:00:00+00:00,49.2605,-121.85," Couple hears back and forth vocalizations, between 5 and 6 a.m., where the Harrison and Chehalis rivers join","Couple hears back forth vocalizations, 5 6 a.m., Harrison Chehalis rivers join"
2174,9654,Class B,2004-07-01 12:00:00+00:00,50.7395,-120.1173, Various incidents around Paul Lake Provincial Park outside Kamloops,Various incidents around Paul Lake Provincial Park outside Kamloops
2175,9778,Class B,2000-09-01 12:00:00+00:00,58.5,-122.5, Man Finds Tracks in Muskwa River Floodplain,Man Finds Tracks Muskwa River Floodplain
2176,10572,Class B,1966-08-15 12:00:00+00:00,49.69263,-119.7497, Possible approach to a camp outside Penticton,Possible approach camp outside Penticton
2177,10864,Class B,1999-07-02 12:00:00+00:00,51.3,-116.96, Firefighters find footprint in alpine area near Golden.,Firefighters find footprint alpine area near Golden.
2178,11570,Class B,1974-12-25 12:00:00+00:00,50.61847,-119.0812, Shuswap,Shuswap
2179,11595,Class B,1991-05-24 12:00:00+00:00,51.26903,-116.1654, Possible daylight sighting by hikers on the Stanley Glacier Trail (BC/Alberta border),Possible daylight sighting hikers Stanley Glacier Trail (BC/Alberta border)
2180,12100,Class B,2001-09-19 12:00:00+00:00,49.72417,-122.7746, Possible rock-knocking heard by hikers near Pitt Lake,Possible rock-knocking heard hikers near Pitt Lake
2181,12855,Class B,2005-08-26 12:00:00+00:00,49.53,-123.84, Various incidents on British Columbia Expedition,Various incidents British Columbia Expedition
2182,13390,Class B,2005-09-01 12:00:00+00:00,50.99847,-121.6101, Possible footprints found in BC interior,Possible footprints found BC interior
2183,13427,Class B,1984-03-15 12:00:00+00:00,50.03625,-119.5143, Hiker finds tracks near Kelowna,Hiker finds tracks near Kelowna
2184,13583,Class B,2006-01-15 12:00:00+00:00,50.24532,-118.7652, Possible tracks and vocalizations outside Lumby,Possible tracks vocalizations outside Lumby
2185,13800,Class B,2005-10-15 12:00:00+00:00,48.87097,-123.9035, Possible vocals heard outside Duncan,Possible vocals heard outside Duncan
2186,13815,Class B,1981-10-15 12:00:00+00:00,50.05149,-120.966," Possible footprints in the Iron Mountain area, east of Merritt.","Possible footprints Iron Mountain area, east Merritt."
2187,14020,Class B,2006-03-05 12:00:00+00:00,49.32014,-121.6064, Possible knocking heard by hikers in the Chilliwack valley,Possible knocking heard hikers Chilliwack valley
2188,14166,Class B,1986-08-15 12:00:00+00:00,50.42139,-119.0626, Possible vocalizations heard in Lumby,Possible vocalizations heard Lumby
2189,14344,Class B,2006-03-23 12:00:00+00:00,56.54958,-129.4015, Possible vocalizations heard by trucker at Bell Irving rest stop near Meziadin Junction,Possible vocalizations heard trucker Bell Irving rest stop near Meziadin Junction
2190,15141,Class B,1983-07-15 12:00:00+00:00,49.48486,-122.3269, Possible stalking and rock throwing in the Fraser Valley,Possible stalking rock throwing Fraser Valley
2191,15389,Class B,1995-09-10 12:00:00+00:00,49.53402,-121.3222, Hunters find possible indications of habitation outside Hope,Hunters find possible indications habitation outside Hope
2192,15419,Class B,2004-01-12 12:00:00+00:00,43.27355,-119.5089," Photographer is ""escorted"" out of the woods between Osoyoos & Greenwood","Photographer ""escorted"" woods Osoyoos & Greenwood"
2193,15541,Class B,2006-08-16 12:00:00+00:00,55.9027,-120.6502, Possible nest found near Dawson Creek,Possible nest found near Dawson Creek
2194,15571,Class B,2006-08-20 12:00:00+00:00,49.58458,-125.4051, Campers describe rock throwing on Forbush Lake,Campers describe rock throwing Forbush Lake
2195,15888,Class B,2006-06-20 12:00:00+00:00,50.94152,-121.8785, Possible vocalizations heard by residents near Lillooet,Possible vocalizations heard residents near Lillooet
2196,15961,Class B,2006-07-26 12:00:00+00:00,49.0489,-123.8713, Vocalization heard near Ladysmith,Vocalization heard near Ladysmith
2197,17142,Class B,1993-10-13 12:00:00+00:00,50.57889,-117.8775, Possible vocalizations heard by swimmers near Nakusp. Possible tracks found the next day.,Possible vocalizations heard swimmers near Nakusp. Possible tracks found next day.
2198,17178,Class B,1996-02-14 12:00:00+00:00,49.84818,-122.2674, Campers report possible stalking at the north of Harrison Lake,Campers report possible stalking north Harrison Lake
2199,18115,Class B,2003-07-15 12:00:00+00:00,50.2368,-124.4165, Numerous incidents near Powell River,Numerous incidents near Powell River
2200,18441,Class B,2006-07-15 12:00:00+00:00,49.15235,-121.589, Possible approach to campers near Chilliwack,Possible approach campers near Chilliwack
2201,18913,Class B,2005-01-15 12:00:00+00:00,50.35025,-119.2018, Possible tracks found near Vernon,Possible tracks found near Vernon
2202,20758,Class B,2007-01-01 12:00:00+00:00,49.07165,-125.4736," Strange, tall creature seen crossing the road at Kennedy Lake","Strange, tall creature seen crossing road Kennedy Lake"
2203,22123,Class B,2000-05-15 12:00:00+00:00,49.13644,-121.2607, Possible snow tracks found in Skagit Valley south of Hope (w/photos),Possible snow tracks found Skagit Valley south Hope (w/photos)
2204,24039,Class B,2008-06-19 12:00:00+00:00,49.16795,-121.6495, Campers describe possible vocalizations and a possible track in Chilliwack Lake Provincial Park (w/photo),Campers describe possible vocalizations possible track Chilliwack Lake Provincial Park (w/photo)
2205,24377,Class B,2008-08-08 12:00:00+00:00,50.15078,-118.7952, Rural resident hears prolonged vocals near Lumby,Rural resident hears prolonged vocals near Lumby
2206,24956,Class B,2008-08-12 12:00:00+00:00,50.3715,-118.8412, Campers awakened by unidentified screams near Lumby,Campers awakened unidentified screams near Lumby
2207,25140,Class B,2008-11-19 12:00:00+00:00,49.1497,-124.1526, Possible nighttime sighting of a sasquatch crossing a road in Nanaimo,Possible nighttime sighting sasquatch crossing road Nanaimo
2208,25368,Class B,2009-02-08 12:00:00+00:00,48.7305,-124.1744, Motorists describe boat on trailer being shaken violently at night near Lake Cowichan,Motorists describe boat trailer shaken violently night near Lake Cowichan
2209,26821,Class B,2009-10-17 12:00:00+00:00,50.46674,-119.5504, Possible sasquatch activity reported by a father and his sons near Falkland,Possible sasquatch activity reported father sons near Falkland
2210,27281,Class B,2010-08-12 12:00:00+00:00,54.78464,-127.1616, Possible encounter close to the hospital in Smithers,Possible encounter close hospital Smithers
2211,28285,Class B,2010-09-22 12:00:00+00:00,50.58378,-118.1976, Motorist witnesses a possible daylight highway crossing near Revelstoke,Motorist witnesses possible daylight highway crossing near Revelstoke
2212,35539,Class B,2001-05-05 12:00:00+00:00,49.06165,-121.323, Tall human-like form seen at Chilliwack Lake Provencial Park,Tall human-like form seen Chilliwack Lake Provencial Park
2213,35773,Class B,2012-06-14 12:00:00+00:00,50.15531,-122.3104, Woman awoken from her bed by unusual animal call in Chilliwack,Woman awoken bed unusual animal call Chilliwack
2214,40024,Class B,2011-06-15 12:00:00+00:00,49.5298,-124.8627, Possible daylight sighting while collecting firewood near Bowser on Vancouver Island,Possible daylight sighting collecting firewood near Bowser Vancouver Island
2215,40345,Class B,2013-03-12 12:00:00+00:00,50.47305,-125.8811, Seasoned outdoors couple hear possible vocalizations while gathering firewood north of Campbell River,Seasoned outdoors couple hear possible vocalizations gathering firewood north Campbell River
2216,43994,Class B,2011-09-15 12:00:00+00:00,49.5828,-124.7914, Possible sighting near Bowser on Vancouver Island,Possible sighting near Bowser Vancouver Island
2217,1528,Class B,2000-10-15 12:00:00+00:00,50.06295,-100.8188," Possible sasquatch seen by farmer near Hwy 21 outside Kenton, Manitoba","Possible sasquatch seen farmer near Hwy 21 outside Kenton, Manitoba"
2218,9142,Class B,2004-08-08 12:00:00+00:00,50.92345,-95.33125, Possible daylight sighting by bush pilot flying low over remote forest area outside Bissett,Possible daylight sighting bush pilot flying low remote forest area outside Bissett
2219,9495,Class B,2004-12-27 12:00:00+00:00,50.07,-95.276, Grouse twice left on trail for hiker,Grouse twice left trail hiker
2220,23849,Class B,1983-06-04 12:00:00+00:00,50.85595,-95.41525, Backcountry campers in the Nopiming Provincial Park are approached and hear vocalizations,Backcountry campers Nopiming Provincial Park approached hear vocalizations
2221,26331,Class B,2009-06-15 12:00:00+00:00,53.687,-101.5205, Possible sighting by a First Nations member while hunting outside The Pas Area,Possible sighting First Nations member hunting outside The Pas Area
2222,31176,Class B,2010-07-29 12:00:00+00:00,49.7905,-100.069, Possible trackway found and photographed near Brandon,Possible trackway found photographed near Brandon
2223,50446,Class B,2009-10-25 12:00:00+00:00,44.89409,-63.83683, Hiker startled by violent tree shaking and possible ground stomping near Uniacke House Museum,Hiker startled violent tree shaking possible ground stomping near Uniacke House Museum
2224,51949,Class B,2015-10-11 12:00:00+00:00,44.90046,-63.84574, Large rock flung at two hikers visiting Mount Uniacke Lake,Large rock flung two hikers visiting Mount Uniacke Lake
2225,7943,Class B,2007-02-22 12:00:00+00:00,44.1028,-77.52356, Childhood incident near Trenton - possilble sighting & tracks.,Childhood incident near Trenton - possilble sighting & tracks.
2226,10308,Class B,2007-02-06 12:00:00+00:00,48.78009,-88.60707, Hikers report possible vocalizations in Ouimet Canyon Provincial Park,Hikers report possible vocalizations Ouimet Canyon Provincial Park
2227,10734,Class B,2007-02-05 12:00:00+00:00,48.60873,-93.33372," Man recalls childhood incident, possible sighting outside home near Fort Frances","Man recalls childhood incident, possible sighting outside home near Fort Frances"
2228,11797,Class B,2007-01-30 12:00:00+00:00,46.30688,-79.40278, Hikers find possible tracks and other sign on an old logging road outside North Bay,Hikers find possible tracks sign old logging road outside North Bay
2229,12958,Class B,2005-11-01 12:00:00+00:00,46.29871,-83.70184, Possible vocalizations heard at Lake Huron near the town of Bruce Mines,Possible vocalizations heard Lake Huron near town Bruce Mines
2230,13706,Class B,2007-01-16 12:00:00+00:00,45.33788,-75.98326, Possible sighting by two brothers in the Dunrobin area west of Ottowa,Possible sighting two brothers Dunrobin area west Ottowa
2231,14341,Class B,2006-04-08 12:00:00+00:00,47.05556,-79.72499," August 2005; Temagami, Ontario - A father, his son and girlfriend are witness to several incidents in northern Ontario.","August 2005; Temagami, Ontario - A father, son girlfriend witness several incidents northern Ontario."
2232,14981,Class B,2007-02-19 12:00:00+00:00,44.77658,-76.06987, Possible tracks found near cabin at Otter Lake,Possible tracks found near cabin Otter Lake
2233,16719,Class B,2007-02-09 12:00:00+00:00,49.77521,-92.76801, Vocazliation heard by moose hunter in the Godson Lake area,Vocazliation heard moose hunter Godson Lake area
2234,16944,Class B,2007-01-15 12:00:00+00:00,45.50396,-78.90285, Various sound-only incidents described by hunter near Cripple Creek,Various sound-only incidents described hunter near Cripple Creek
2235,17443,Class B,2007-01-29 12:00:00+00:00,47.5889,-84.68153, Possible whistles heard by campers north of Sault Saint Marie,Possible whistles heard campers north Sault Saint Marie
2236,17457,Class B,2007-01-31 12:00:00+00:00,47.98577,-84.71373, Family describes possible rock throwing while fishing in Lake Superior Provincial Park,Family describes possible rock throwing fishing Lake Superior Provincial Park
2237,17501,Class B,2007-02-04 12:00:00+00:00,44.1664,-78.4529, Possible tracks & smell noted by vacationers near Haliburton,Possible tracks & smell noted vacationers near Haliburton
2238,18375,Class B,2007-03-25 12:00:00+00:00,45.65532,-78.93061, Witness and his girlfriend hear strange sounds near Magnetawan,Witness girlfriend hear strange sounds near Magnetawan
2239,23490,Class B,2005-08-01 12:00:00+00:00,48.6055,-90.44405, Boaters have rocks possibly thrown at them north of Thunder Bay,Boaters rocks possibly thrown north Thunder Bay
2240,24881,Class B,1996-08-01 12:00:00+00:00,44.37775,-80.60455, Strange vocalizations heard in the Markdale area,Strange vocalizations heard Markdale area
2241,25229,Class B,2008-12-26 12:00:00+00:00,44.70596,-76.91354, Possible vocalizations heard 10 miles SE of Arden,Possible vocalizations heard 10 miles SE Arden
2242,25670,Class B,1958-12-01 12:00:00+00:00,48.3766,-89.30945, Possible tracks found crossing field of snow 50 years ago in the City of Thunder Bay,Possible tracks found crossing field snow 50 years ago City Thunder Bay
2243,26285,Class B,2009-07-13 12:00:00+00:00,45.61785,-78.92731, Unusual thud and possible whoop heard along with feeling of being watched in Algonquin Provincial Park,Unusual thud possible whoop heard along feeling watched Algonquin Provincial Park
2244,26348,Class B,2009-07-13 12:00:00+00:00,48.0715,-91.41945, Bipedal sounding pacing and possible vocalizations heard by Boy Scout leader and Scouts at Quetico Provincial Park,Bipedal sounding pacing possible vocalizations heard Boy Scout leader Scouts Quetico Provincial Park
2245,27180,Class B,2007-06-24 12:00:00+00:00,46.10293,-83.47763, Possible tracks found crossing dirt road near Hilton Beach,Possible tracks found crossing dirt road near Hilton Beach
2246,27959,Class B,1991-08-01 12:00:00+00:00,48.57605,-89.2351, Woman recalls hearing unusual hi-pitch sounds at a home near North Bay,Woman recalls hearing unusual hi-pitch sounds home near North Bay
2247,27961,Class B,2010-07-02 12:00:00+00:00,44.6925,-76.3948, Possible wood knock responses heard near Westport,Possible wood knock responses heard near Westport
2248,30249,Class B,2007-09-28 12:00:00+00:00,44.81678,-76.43772, Possible daytime sighting by boaters and day prior by morning walker between Perth and Westport,Possible daytime sighting boaters day prior morning walker Perth Westport
2249,6833,Class B,2003-08-29 12:00:00+00:00,57.81,-69.55, Caribou hunters find footprints near Kuujjuaq.,Caribou hunters find footprints near Kuujjuaq.
2250,11170,Class B,2003-06-07 12:00:00+00:00,45.737,-76.601, Hiker finds large footprint near Campbell's Bay.,Hiker finds large footprint near Campbell's Bay.
2251,17214,Class B,2007-01-31 12:00:00+00:00,47.38115,-78.64526, Possible vocalization heard by police officer / hunter at McLaughlin Lake outside Belleterre,Possible vocalization heard police officer / hunter McLaughlin Lake outside Belleterre
2252,23086,Class B,2004-11-01 12:00:00+00:00,45.95625,-76.85125, Possible vocalizations heard by several people around lake over a year's time.  Footprints also found in snow.,Possible vocalizations heard several people around lake year's time. Footprints also found snow.
2253,2815,Class B,2001-07-14 12:00:00+00:00,49.75,-110.13, Hikers find footprint in Cypress Hills Interprovincial Park.,Hikers find footprint Cypress Hills Interprovincial Park.
2254,12733,Class B,2005-09-15 12:00:00+00:00,52.94971,-106.0525, Possible sighting by duck hunter near Wakaw,Possible sighting duck hunter near Wakaw
2255,14405,Class B,2006-04-13 12:00:00+00:00,54.31648,-107.7171, Possible sighting by motorists south of Green Lake,Possible sighting motorists south Green Lake
2256,17456,Class B,2004-09-29 12:00:00+00:00,53.7312,-105.8799," Hunters hear possible vocalizations and find strange deer kill outside Christopher Lake, Saskatchewan","Hunters hear possible vocalizations find strange deer kill outside Christopher Lake, Saskatchewan"
2257,24643,Class B,1995-07-01 12:00:00+00:00,52.60837,-103.9236, Manlike form seen crossing road at night in a thunderstorm near McKague,Manlike form seen crossing road night thunderstorm near McKague
2258,12088,Class B,1995-06-14 12:00:00+00:00,62.0875,-136.2924, Daytime sighting by teenagers on the edge of Carmacks,Daytime sighting teenagers edge Carmacks
2259,140,Class B,1996-08-24 12:00:00+00:00,38.48959,-107.7, Characteristic vocalization heard by hunter on Hayden Mountain,Characteristic vocalization heard hunter Hayden Mountain
2260,407,Class B,2000-04-19 12:00:00+00:00,37.1137,-106.3681, Possible vocalizations heard while motorists were taking a break at turnout near La Manga Pass,Possible vocalizations heard motorists taking break turnout near La Manga Pass
2261,529,Class B,2000-09-21 12:00:00+00:00,39.2026,-106.1143," Couple hears strange cry, finds big footprints in Pike National Forest near Fairplay","Couple hears strange cry, finds big footprints Pike National Forest near Fairplay"
2262,1228,Class B,1971-10-01 12:00:00+00:00,40.025,-105.4458," Youngster frightened by ""monster"" peeping in window","Youngster frightened ""monster"" peeping window"
2263,1232,Class B,2000-12-20 12:00:00+00:00,37.19583,-107.1771, Family marvels at huge barefoot tracks in snow,Family marvels huge barefoot tracks snow
2264,1237,Class B,2000-09-01 12:00:00+00:00,38.93333,-105.4917, While standing on the deck of vacation home man hears eerie human-like calls,While standing deck vacation home man hears eerie human-like calls
2265,1251,Class B,2000-09-19 12:00:00+00:00,39.4627,-106.6035, Threatening bellows directed at hikers and their dogs in the Holy Cross Wilderness,Threatening bellows directed hikers dogs Holy Cross Wilderness
2266,1349,Class B,1997-11-01 12:00:00+00:00,38.60124,-106.3466, large human-like tracks were found in the snow and mud.,large human-like tracks found snow mud.
2267,1369,Class B,1998-09-04 12:00:00+00:00,39.40305,-105.8226, faint groaning and growling vocalizations heard.,faint groaning growling vocalizations heard.
2268,1375,Class B,1986-10-01 12:00:00+00:00,38.71225,-105.1744, fresh set of tracks found in the snow.,fresh set tracks found snow.
2269,2493,Class B,2001-05-12 12:00:00+00:00,38.9,-105.3812, Family startled by overpowering cries near their rural home,Family startled overpowering cries near rural home
2270,2553,Class B,1964-08-30 12:00:00+00:00,38.90833,-107.575," Bowhunter and wife abandon deer when threatened by large, unseen animal","Bowhunter wife abandon deer threatened large, unseen animal"
2271,3112,Class B,2001-09-30 12:00:00+00:00,39.20834,-106.0417, UK Gypsies vacate Colorado campsite after encounter with 7' creature,UK Gypsies vacate Colorado campsite encounter 7' creature
2272,3588,Class B,2001-11-05 12:00:00+00:00,38.71145,-105.0354," Hunting party hears vocalization, wood knocks; finds elk carcass, off Gold Camp Road near Victor, in Pike Nat'l Forest","Hunting party hears vocalization, wood knocks; finds elk carcass, Gold Camp Road near Victor, Pike Nat'l Forest"
2273,3604,Class B,2001-07-30 12:00:00+00:00,39.225,-106.3625," Rancher, wife startled by vocalizations near Leadville","Rancher, wife startled vocalizations near Leadville"
2274,4897,Class B,2002-08-31 12:00:00+00:00,39.3045,-106.171, Family finds and hears compelling evidence near Leadville,Family finds hears compelling evidence near Leadville
