,number,classification,timestamp,latitude,longitude,report,key_words,month,year
621,15007,Class A,2004-09-11 12:00:00+00:00,40.316,-90.459, Daylight sighting by resident near Vermont Lake,Daylight sighting resident near Vermont Lake,9,2004
1504,9312,Class A,2004-09-12 12:00:00+00:00,29.17805,-96.29222, Woman and her husband have night time encounter near El Campo,Woman husband night time encounter near El Campo,9,2004
1503,9305,Class A,2004-09-12 12:00:00+00:00,30.475,-95.09167," While riding ATV, police officer has sighting in Sam Houston National Forest","While riding ATV, police officer sighting Sam Houston National Forest",9,2004
2939,9313,Class B,2004-09-12 12:00:00+00:00,43.05,-70.93333, Vocalizations heard near Rockingham,Vocalizations heard near Rockingham,9,2004
566,9089,Class A,2004-09-12 12:00:00+00:00,42.28422,-91.68192, While heading to cabin at 6,While heading cabin 6,9,2004
3795,25381,Class C,2004-09-15 12:00:00+00:00,28.21492,-82.4524, Large bipedal figure seen leaping across a road near Land O' Lakes,Large bipedal figure seen leaping across road near Land O' Lakes,9,2004
1343,9604,Class A,2004-09-15 12:00:00+00:00,44.9723,-118.3692, Campers have several visual encounters,Campers several visual encounters,9,2004
3549,10646,Class B,2004-09-15 12:00:00+00:00,46.3751,-122.1301, Elk hunter hears loud screams at night near Deadman's Lake,Elk hunter hears loud screams night near Deadman's Lake,9,2004
1341,9352,Class A,2004-09-19 12:00:00+00:00,43.08929,-122.0802," Driver has daylight, road-cross encounter near Chiloquin","Driver daylight, road-cross encounter near Chiloquin",9,2004
2989,15144,Class B,2004-09-20 12:00:00+00:00,41.38084,-73.91649," Possible red eyeshine in woods near Garrison, New York","Possible red eyeshine woods near Garrison, New York",9,2004
3538,9510,Class B,2004-09-20 12:00:00+00:00,48.08025,-123.7108, Family and friends hear a late night vocalization from their home near Lake Sutherland,Family friends hear late night vocalization home near Lake Sutherland,9,2004
2080,9368,Class B,2004-09-21 12:00:00+00:00,39.55249,-121.5027, Photographer hears early morning vocalizations near Lake Oroville,Photographer hears early morning vocalizations near Lake Oroville,9,2004
1506,9367,Class A,2004-09-22 12:00:00+00:00,29.02611,-96.71, Two family members have night time encounters near Navidad,Two family members night time encounters near Navidad,9,2004
1271,9376,Class A,2004-09-24 12:00:00+00:00,35.24194,-97.5625," While walking dog, man has early evening encounter not far from Canadian River","While walking dog, man early evening encounter far Canadian River",9,2004
1508,9387,Class A,2004-09-26 12:00:00+00:00,30.72028,-93.61667, Fisherman has afternoon encounter while bowfishing for gar in Sabine River bottom,Fisherman afternoon encounter bowfishing gar Sabine River bottom,9,2004
3193,9391,Class B,2004-09-26 12:00:00+00:00,44.9633,-122.4, Campers are greeted by tree-shaking display in afternoon near Molalla River,Campers greeted tree-shaking display afternoon near Molalla River,9,2004
3194,9534,Class B,2004-09-28 12:00:00+00:00,43.296,-122.5541, Campers hear several types of early morning vocalizations near Diamond Lake,Campers hear several types early morning vocalizations near Diamond Lake,9,2004
2256,17456,Class B,2004-09-29 12:00:00+00:00,53.7312,-105.8799," Hunters hear possible vocalizations and find strange deer kill outside Christopher Lake, Saskatchewan","Hunters hear possible vocalizations find strange deer kill outside Christopher Lake, Saskatchewan",9,2004
27,8679,Class A,2004-09-30 12:00:00+00:00,33.6205,-86.4664, Adult recalls childhood sighting at dusk near Moody,Adult recalls childhood sighting dusk near Moody,9,2004
3544,9929,Class B,2004-09-30 12:00:00+00:00,47.4352,-121.7812, Hiker Hears Loud Vocalizations and Thumps,Hiker Hears Loud Vocalizations Thumps,9,2004
3535,9128,Class B,2004-09-30 12:00:00+00:00,48.21095,-122.0262, Boy walking near Jim Creek in afternoon hears unknown vocalizations,Boy walking near Jim Creek afternoon hears unknown vocalizations,9,2004
188,11162,Class A,2004-10-01 12:00:00+00:00,37.0,-121.7, Family has sightings and encounters in Santa Cruz mountains,Family sightings encounters Santa Cruz mountains,10,2004
1507,9385,Class A,2004-10-03 12:00:00+00:00,32.24083,-101.3903, Former Special Forces soldier has late night sighting through window not far from Colorado River,Former Special Forces soldier late night sighting window far Colorado River,10,2004
3320,7802,Class B,2004-10-03 12:00:00+00:00,32.51556,-95.41817, Teenager hears vocalization at night and has possible sighting not far from Sabine River,Teenager hears vocalization night possible sighting far Sabine River,10,2004
1509,9436,Class A,2004-10-03 12:00:00+00:00,32.18333,-95.21667, Teenagers have night time sighting on Blackhawk Creek near Whitehouse,Teenagers night time sighting Blackhawk Creek near Whitehouse,10,2004
2173,9438,Class B,2004-10-04 12:00:00+00:00,49.2605,-121.85," Couple hears back and forth vocalizations, between 5 and 6 a.m., where the Harrison and Chehalis rivers join","Couple hears back forth vocalizations, 5 6 a.m., Harrison Chehalis rivers join",10,2004
3169,5650,Class B,2004-10-05 12:00:00+00:00,45.58982,-118.6131, Driver has early evening road sighting on Interstate 84 southeast of Pendleton,Driver early evening road sighting Interstate 84 southeast Pendleton,10,2004
1951,9506,Class B,2004-10-08 12:00:00+00:00,34.4274,-110.9986, Camping couple hears loud nighttime vocalizations near Knoll Lake,Camping couple hears loud nighttime vocalizations near Knoll Lake,10,2004
1687,3281,Class A,2004-10-10 12:00:00+00:00,46.96515,-122.69," At night, soldier in training has sighting at Ft. Lewis","At night, soldier training sighting Ft. Lewis",10,2004
3500,3613,Class B,2004-10-10 12:00:00+00:00,48.09725,-122.8241," Late at night, man hears powerful vocalizations south of Port Townsend","Late night, man hears powerful vocalizations south Port Townsend",10,2004
3546,10091,Class B,2004-10-11 12:00:00+00:00,48.1368,-123.7349, Series of vocalizations around the town of Joyce,Series vocalizations around town Joyce,10,2004
415,12732,Class A,2004-10-12 12:00:00+00:00,27.89469,-81.9742, Couple describes vocals and a sighting on their fence-line outside Mulberry,Couple describes vocals sighting fence-line outside Mulberry,10,2004
1278,13348,Class A,2004-10-12 12:00:00+00:00,34.25,-96.21, Night time sighting truck driver near Clear Boggy Creek,Night time sighting truck driver near Clear Boggy Creek,10,2004
3515,5249,Class B,2004-10-13 12:00:00+00:00,47.9093,-118.9505, Man exploring canyons southeast of Grand Coulee is growled at by unknown animal,Man exploring canyons southeast Grand Coulee growled unknown animal,10,2004
1704,5299,Class A,2004-10-13 12:00:00+00:00,47.8306,-123.2135, Camping group has night time sighting near the Dosewallips River,Camping group night time sighting near Dosewallips River,10,2004
3696,50212,Class B,2004-10-15 12:00:00+00:00,48.36624,-117.9368, Hunters hear aggressive yells and knocks near Addy for over an hour,Hunters hear aggressive yells knocks near Addy hour,10,2004
98,16696,Class A,2004-10-15 12:00:00+00:00,34.369,-94.3745, Dusk sighting and vocalizations around property near Cove,Dusk sighting vocalizations around property near Cove,10,2004
1563,25154,Class A,2004-10-15 12:00:00+00:00,40.92128,-111.0837, Two elk hunters & tall bipedal creature startle each other at Chalk Creek east of Coalville,Two elk hunters & tall bipedal creature startle Chalk Creek east Coalville,10,2004
1098,13288,Class A,2004-10-15 12:00:00+00:00,42.15947,-78.82683, Daylight sighting by turkey hunter near Napoli,Daylight sighting turkey hunter near Napoli,10,2004
1088,22386,Class A,2004-10-15 12:00:00+00:00,37.8583,-118.325, Daylight sighting by Reno police officer and two friends on Boundary Peak Mtn,Daylight sighting Reno police officer two friends Boundary Peak Mtn,10,2004
340,14243,Class A,2004-10-15 12:00:00+00:00,37.33925,-108.3364, Dusk sighting by charter bus driver on Hwy 160 near Mancos,Dusk sighting charter bus driver Hwy 160 near Mancos,10,2004
3398,12727,Class B,2004-10-16 12:00:00+00:00,36.8778,-82.4179," Bow hunter is escorted from woods by foul-smelling, acorn-throwing bipeds","Bow hunter escorted woods foul-smelling, acorn-throwing bipeds",10,2004
3492,1996,Class B,2004-10-16 12:00:00+00:00,47.2842,-121.0777, Screams wake campers on consecutive nights at Cle Elum Lake,Screams wake campers consecutive nights Cle Elum Lake,10,2004
3502,3673,Class B,2004-10-17 12:00:00+00:00,47.981,-117.6454," Woman finds large tracks on her property near Clayton, Wa","Woman finds large tracks property near Clayton, Wa",10,2004
1676,2070,Class A,2004-10-17 12:00:00+00:00,47.35305,-120.2955, Two men see something walk up and over ridge behind home,Two men see something walk ridge behind home,10,2004
3254,16734,Class B,2004-10-20 12:00:00+00:00,33.132,-79.884, Possible road crossing sighting in the Francis Marion National  Forest,Possible road crossing sighting Francis Marion National Forest,10,2004
1534,19073,Class A,2004-10-20 12:00:00+00:00,33.36867,-95.23958, Large creature leaps in front of car on TX-37 near the Sulphur River,Large creature leaps front car TX-37 near Sulphur River,10,2004
3551,11040,Class B,2004-10-21 12:00:00+00:00,47.5532,-124.3324, Vocalizations heard by expeditioners on Olympic Peninsula,Vocalizations heard expeditioners Olympic Peninsula,10,2004
542,31888,Class A,2004-10-22 12:00:00+00:00,33.34677,-83.90588, Scary encounters outside a rural home near Jackson,Scary encounters outside rural home near Jackson,10,2004
3328,9627,Class B,2004-10-29 12:00:00+00:00,30.52694,-95.71278, Hunter hears strange chattering and finds tracks in Sam Houston National Forest,Hunter hears strange chattering finds tracks Sam Houston National Forest,10,2004
1370,42352,Class A,2004-10-29 12:00:00+00:00,43.0,-124.43, Early evening close encounter near Bandon by mushroom hunters leaving the forest,Early evening close encounter near Bandon mushroom hunters leaving forest,10,2004
657,30203,Class A,2004-10-30 12:00:00+00:00,40.14471,-89.41959, Nighttime sighting by motorists along I-55 near Lincoln,Nighttime sighting motorists along I-55 near Lincoln,10,2004
3764,14739,Class B,2004-10-30 12:00:00+00:00,38.20065,-80.17294, Possible vocalization and stalking near Spruce Flat,Possible vocalization stalking near Spruce Flat,10,2004
3326,8861,Class B,2004-10-31 12:00:00+00:00,32.83333,-98.38333, Boy scouts have possible encounter near Possum Kingdom Lake,Boy scouts possible encounter near Possum Kingdom Lake,10,2004
191,11656,Class A,2004-11-01 12:00:00+00:00,38.90333,-120.6033, Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir,Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir,11,2004
2252,23086,Class B,2004-11-01 12:00:00+00:00,45.95625,-76.85125, Possible vocalizations heard by several people around lake over a year's time.  Footprints also found in snow,Possible vocalizations heard several people around lake year's time. Footprints also found snow,11,2004
2318,2848,Class B,2004-11-07 12:00:00+00:00,28.98195,-80.86715, Large  humanoid figure seen at night near beach,Large humanoid figure seen night near beach,11,2004
1725,8339,Class A,2004-11-08 12:00:00+00:00,46.3105,-121.9256, Couple has sighting of something standing on a gravel road,Couple sighting something standing gravel road,11,2004
3540,9811,Class B,2004-11-12 12:00:00+00:00,46.44165,-122.3416, Hunters hear early morning vocalizations near Mossy Rock,Hunters hear early morning vocalizations near Mossy Rock,11,2004
2525,6820,Class B,2004-11-14 12:00:00+00:00,40.04505,-90.1498, Tracks found on a creek bed near Chandlerville,Tracks found creek bed near Chandlerville,11,2004
3528,7580,Class B,2004-11-16 12:00:00+00:00,47.2293,-123.4898, Man shares encounters of an unknown subject,Man shares encounters unknown subject,11,2004
1722,7441,Class A,2004-11-16 12:00:00+00:00,47.763,-122.5344, Forest worker has many encounters with bigfoot,Forest worker many encounters bigfoot,11,2004
3712,11026,Class B,2004-11-16 12:00:00+00:00,46.6425,-91.1713, Possible vocalizations heard by deer hunter in the Chequamegon National Forest,Possible vocalizations heard deer hunter Chequamegon National Forest,11,2004
2831,5123,Class B,2004-11-19 12:00:00+00:00,36.7548,-92.1527," Loud calls, rock/boulder throwing disturbs campers","Loud calls, rock/boulder throwing disturbs campers",11,2004
1484,7836,Class A,2004-11-19 12:00:00+00:00,31.45417,-100.4161, Horse rider has daytime encounter near San Angelo,Horse rider daytime encounter near San Angelo,11,2004
1510,9810,Class A,2004-11-20 12:00:00+00:00,32.78611,-97.83334," While parking near Sunshine Lake, teens have late night encounter","While parking near Sunshine Lake, teens late night encounter",11,2004
932,5552,Class A,2004-11-20 12:00:00+00:00,38.3085,-92.8254, Youth bicyclist has daytime sighting near Gravois Mills,Youth bicyclist daytime sighting near Gravois Mills,11,2004
2832,6656,Class B,2004-11-21 12:00:00+00:00,36.73,-93.51, Teenagers observe animal hiding behind trees in yard near Cape Fair,Teenagers observe animal hiding behind trees yard near Cape Fair,11,2004
934,7766,Class A,2004-11-21 12:00:00+00:00,39.7557,-92.9282, Motorist has daylight sighting near Marceline,Motorist daylight sighting near Marceline,11,2004
1420,9254,Class A,2004-11-22 12:00:00+00:00,35.20416,-87.19556, Man working with wrecker has late night encounter in Tennessee woods,Man working wrecker late night encounter Tennessee woods,11,2004
2082,9898,Class B,2004-11-23 12:00:00+00:00,38.45799,-120.0491, Family finds trackway near Bear Valley,Family finds trackway near Bear Valley,11,2004
3332,10800,Class B,2004-11-24 12:00:00+00:00,30.55,-95.12305, Campers hear loud vocalizations in Sam Houston National Forest,Campers hear loud vocalizations Sam Houston National Forest,11,2004
1866,23437,Class A,2004-11-25 12:00:00+00:00,39.26188,-79.01405, Night time sighting by motorist outside the town of Keyser,Night time sighting motorist outside town Keyser,11,2004
1511,9862,Class A,2004-11-26 12:00:00+00:00,30.41667,-94.86667," While driving between Trinity River and Cleveland, couple has morning road-cross encounter","While driving Trinity River Cleveland, couple morning road-cross encounter",11,2004
1512,9867,Class A,2004-11-26 12:00:00+00:00,32.01667,-94.68333, Deer hunters have morning encounter on hunting lease,Deer hunters morning encounter hunting lease,11,2004
606,4099,Class A,2004-11-26 12:00:00+00:00,40.8139,-91.0863, Daytime sighting by two arrowhead hunters near Gulfport,Daytime sighting two arrowhead hunters near Gulfport,11,2004
3329,9869,Class B,2004-11-26 12:00:00+00:00,30.405,-95.36166, Man has night encounter at home just outside Sam Houston National Forest,Man night encounter home outside Sam Houston National Forest,11,2004
1513,9879,Class A,2004-11-27 12:00:00+00:00,33.03333,-94.72334, Two sisters have late-night sighting through bedroom window,Two sisters late-night sighting bedroom window,11,2004
3124,9853,Class B,2004-11-27 12:00:00+00:00,34.695,-94.685," While camping, couple hears repeated strange, night time vocalizations","While camping, couple hears repeated strange, night time vocalizations",11,2004
2524,5742,Class B,2004-11-27 12:00:00+00:00,37.1142,-89.1979, Young man hears nighttime vocalizations and is followed in woods near Mounds,Young man hears nighttime vocalizations followed woods near Mounds,11,2004
1730,9946,Class A,2004-11-29 12:00:00+00:00,46.05,-121.95, Motorist Has Late Night Sighting Near Eagle Cliff,Motorist Has Late Night Sighting Near Eagle Cliff,11,2004
3343,15696,Class B,2004-12-01 12:00:00+00:00,31.37756,-97.59946, Possible stalking of hunter near Gatesville,Possible stalking hunter near Gatesville,12,2004
1514,9924,Class A,2004-12-03 12:00:00+00:00,32.16139,-95.6, Mother and son have night time encounter on county road,Mother son night time encounter county road,12,2004
408,9282,Class A,2004-12-03 12:00:00+00:00,29.07655,-81.9055, Two bipedal animals seen in the aftermath of Frances,Two bipedal animals seen aftermath Frances,12,2004
2330,9885,Class B,2004-12-04 12:00:00+00:00,26.6878,-81.6143, Possible vocalization east of Ft.Myers,Possible vocalization east Ft.Myers,12,2004
930,5085,Class A,2004-12-05 12:00:00+00:00,36.615,-92.425, Family has nighttime sighting near Gainesville,Family nighttime sighting near Gainesville,12,2004
936,9502,Class A,2004-12-05 12:00:00+00:00,37.3317,-93.614, Young horse rider has daytime sighting near Ash Grove,Young horse rider daytime sighting near Ash Grove,12,2004
935,8890,Class A,2004-12-05 12:00:00+00:00,38.305,-92.411, Truck driver has daylight sighting on country road near Marys Home,Truck driver daylight sighting country road near Marys Home,12,2004
2833,6775,Class B,2004-12-05 12:00:00+00:00,38.11203,-91.1569, Child has daylight sighting along Meramec River,Child daylight sighting along Meramec River,12,2004
937,9840,Class A,2004-12-06 12:00:00+00:00,36.8133,-93.8232, Nighttime sighting on country dirt road,Nighttime sighting country dirt road,12,2004
938,9941,Class A,2004-12-06 12:00:00+00:00,38.62,-91.96238, Couple has car shaken and sees large animal up close near Tebbetts,Couple car shaken sees large animal close near Tebbetts,12,2004
3511,5136,Class B,2004-12-07 12:00:00+00:00,47.3991,-121.1008, Multible witnesses hear loud screams and have rocks thrown into camp near Cle Elum lake,Multible witnesses hear loud screams rocks thrown camp near Cle Elum lake,12,2004
1844,10006,Class A,2004-12-12 12:00:00+00:00,40.1333,-80.68192, A woman has late night sighting when a motion detecting light illuminates her back porch,A woman late night sighting motion detecting light illuminates back porch,12,2004
1249,2018,Class A,2004-12-14 12:00:00+00:00,34.78833,-94.70667, Young man has road cross encounter at dusk,Young man road cross encounter dusk,12,2004
1424,10814,Class A,2004-12-14 12:00:00+00:00,35.5559,-84.0475, Two deer hunters observe upright walking biped near Tallassee,Two deer hunters observe upright walking biped near Tallassee,12,2004
1076,11526,Class A,2004-12-15 12:00:00+00:00,36.7474,-107.6021, Water hauler has late night encounter,Water hauler late night encounter,12,2004
3545,10062,Class B,2004-12-18 12:00:00+00:00,46.988,-123.8647, Man Hears Evening Vocals in Prior Sighting Area,Man Hears Evening Vocals Prior Sighting Area,12,2004
1580,10082,Class A,2004-12-21 12:00:00+00:00,37.06266,-79.82829, Hunter has daylight encounter near Gills Creek,Hunter daylight encounter near Gills Creek,12,2004
1263,6541,Class A,2004-12-21 12:00:00+00:00,34.11306,-95.62278, Young hunters have night time encounter north of Red River,Young hunters night time encounter north Red River,12,2004
1273,10074,Class A,2004-12-22 12:00:00+00:00,33.82444,-97.07361, Hog hunter has dusk encounter in Love Valley Wildlife Management Area,Hog hunter dusk encounter Love Valley Wildlife Management Area,12,2004
608,10037,Class A,2004-12-22 12:00:00+00:00,41.7798,-89.689, Youth has daylight sighting in corn field near Rock Falls,Youth daylight sighting corn field near Rock Falls,12,2004
1557,10123,Class A,2004-12-25 12:00:00+00:00,40.5,-109.9," Night time road crossing northwest of Vernal,  Utah","Night time road crossing northwest Vernal, Utah",12,2004
1527,11592,Class A,2004-12-27 12:00:00+00:00,33.77528,-97.05903, Youth has sighting near bridge,Youth sighting near bridge,12,2004
2219,9495,Class B,2004-12-27 12:00:00+00:00,50.07,-95.276, Grouse twice left on trail for hiker,Grouse twice left trail hiker,12,2004
1567,29013,Class A,2005-01-05 12:00:00+00:00,41.96181,-111.5333, Driver sees a Bigfoot cross the road while snowplowing Logan Canyon,Driver sees Bigfoot cross road snowplowing Logan Canyon,1,2005
3710,9980,Class B,2005-01-06 12:00:00+00:00,45.94,-90.46, Family hears vocalizations and finds footprints near Park Falls,Family hears vocalizations finds footprints near Park Falls,1,2005
1050,7809,Class A,2005-01-06 12:00:00+00:00,41.134,-95.88, Teen has nighttime sighting near Fontenelle Forest,Teen nighttime sighting near Fontenelle Forest,1,2005
2634,7558,Class B,2005-01-08 12:00:00+00:00,39.3716,-94.9, Military police find tracks at Ft.Leavenworth,Military police find tracks Ft.Leavenworth,1,2005
747,1045,Class A,2005-01-09 12:00:00+00:00,37.95708,-84.97527, Father and son have a daylight encounter while deer hunting near Lawrenceburg,Father son daylight encounter deer hunting near Lawrenceburg,1,2005
1274,10234,Class A,2005-01-10 12:00:00+00:00,34.62944,-98.62833, Large white creature seen in tree,Large white creature seen tree,1,2005
1075,11109,Class A,2005-01-10 12:00:00+00:00,36.72065,-107.3956, Close range night time sighting by water hauler near Gobernador (on BLM land,Close range night time sighting water hauler near Gobernador (on BLM land,1,2005
1419,8060,Class A,2005-01-10 12:00:00+00:00,36.09583,-89.48666, Brief predawn encounter with a smaller creature near the Obion River,Brief predawn encounter smaller creature near Obion River,1,2005
43,27568,Class A,2005-01-12 12:00:00+00:00,34.70112,-87.77686, Daylight sighting of a Bigfoot outside Muscle Shoals,Daylight sighting Bigfoot outside Muscle Shoals,1,2005
985,4767,Class A,2005-01-13 12:00:00+00:00,30.97675,-89.0338, Brothers have nighttime sighting near Leaf River Wildlife Management Area,Brothers nighttime sighting near Leaf River Wildlife Management Area,1,2005
1213,10863,Class A,2005-01-13 12:00:00+00:00,40.50945,-82.87663, Two young men have a sighting while tending a campfire near Cardington,Two young men sighting tending campfire near Cardington,1,2005
1882,47460,Class A,2005-01-13 12:00:00+00:00,38.8609,-79.55928, Woman and daughter recall their close daytime encounter at their home east of Elkins,Woman daughter recall close daytime encounter home east Elkins,1,2005
2201,18913,Class B,2005-01-15 12:00:00+00:00,50.35025,-119.2018, Possible tracks found near Vernon,Possible tracks found near Vernon,1,2005
1517,10273,Class A,2005-01-17 12:00:00+00:00,28.97944,-96.01666, Teen has visual encounter through window,Teen visual encounter window,1,2005
1516,10272,Class A,2005-01-17 12:00:00+00:00,30.01667,-94.85, Squirrel hunter has pre-dusk close encounter near Linney Creek,Squirrel hunter pre-dusk close encounter near Linney Creek,1,2005
3331,10277,Class B,2005-01-17 12:00:00+00:00,30.525,-96.59167," Loud, unseen animal torments deer hunter two days in a row","Loud, unseen animal torments deer hunter two days row",1,2005
1515,10157,Class A,2005-01-18 12:00:00+00:00,32.01083,-94.14306," On Sabine River, young fisherman has late night encounter","On Sabine River, young fisherman late night encounter",1,2005
3514,5186,Class B,2005-01-20 12:00:00+00:00,47.8323,-120.718, Campers hear loud vocalizations at Fish lake,Campers hear loud vocalizations Fish lake,1,2005
706,9642,Class A,2005-01-21 12:00:00+00:00,39.3579,-85.61, Motorist has daylight sighting of two animals east of Waubee Lake,Motorist daylight sighting two animals east Waubee Lake,1,2005
705,9245,Class A,2005-01-22 12:00:00+00:00,41.062,-86.5945, Family has several sightings at a summer cabin near Winamac,Family several sightings summer cabin near Winamac,1,2005
1074,10349,Class A,2005-01-23 12:00:00+00:00,36.9934,-104.4801, Motorist has nighttime sighting below Raton Pass,Motorist nighttime sighting Raton Pass,1,2005
2883,10357,Class B,2005-01-23 12:00:00+00:00,46.75889,-114.08, Two men report powerful vocalizations behind neighborhood,Two men report powerful vocalizations behind neighborhood,1,2005
707,10153,Class A,2005-01-23 12:00:00+00:00,39.365,-85.8486, Motorist has nighttime sighting of animal in soybean field near Flat Rock,Motorist nighttime sighting animal soybean field near Flat Rock,1,2005
2609,7239,Class B,2005-01-26 12:00:00+00:00,40.9847,-86.911, Footprint found in the snow near Francesville,Footprint found snow near Francesville,1,2005
731,2033,Class A,2005-01-26 12:00:00+00:00,38.9142,-95.2577, Photographer has daytime sighting in woods near Lawrence,Photographer daytime sighting woods near Lawrence,1,2005
732,7709,Class A,2005-01-27 12:00:00+00:00,37.0581,-97.3374, Close roadside encounter of juvenile biped animal near South Haven,Close roadside encounter juvenile biped animal near South Haven,1,2005
1518,10407,Class A,2005-01-28 12:00:00+00:00,30.6,-95.63, Journalist and investigator have early morning sighting in Sam Houston National Forest,Journalist investigator early morning sighting Sam Houston National Forest,1,2005
986,8732,Class A,2005-01-30 12:00:00+00:00,33.56555,-90.8022, Motorist has late night sighting of a light colored creature on rural highway,Motorist late night sighting light colored creature rural highway,1,2005
496,398,Class A,2005-01-31 12:00:00+00:00,33.26885,-85.12705, Woman and friend drive past amazing animal on Georgia backroad,Woman friend drive past amazing animal Georgia backroad,1,2005
1479,7653,Class A,2005-02-01 12:00:00+00:00,31.06278,-102.3881, Two brothers have early morning encounter,Two brothers early morning encounter,2,2005
3336,11927,Class B,2005-02-01 12:00:00+00:00,29.0,-95.5, Two witnesses hear a possible vocalization in woods near creek Bay City,Two witnesses hear possible vocalization woods near creek Bay City,2,2005
1519,10438,Class A,2005-02-02 12:00:00+00:00,30.40833,-95.00833, Squirrel hunter has encounters not far from Trinity River,Squirrel hunter encounters far Trinity River,2,2005
771,8715,Class A,2005-02-02 12:00:00+00:00,38.528,-84.588, Motorist has nighttime sighting of animal along Interstate 75,Motorist nighttime sighting animal along Interstate 75,2,2005
335,7225,Class A,2005-02-04 12:00:00+00:00,39.31667,-105.3542, Picnicker has daytime sighting outside Buffalo Creek,Picnicker daytime sighting outside Buffalo Creek,2,2005
2651,6632,Class B,2005-02-04 12:00:00+00:00,37.1496,-86.0163, Vacationer hears vocalizations at Diamond Resort,Vacationer hears vocalizations Diamond Resort,2,2005
1821,10446,Class A,2005-02-05 12:00:00+00:00,44.3801,-90.7221, Motorist has nighttime sighting of upright animal near Hatfield,Motorist nighttime sighting upright animal near Hatfield,2,2005
768,6210,Class A,2005-02-05 12:00:00+00:00,38.56277,-83.32354, School bus drivers have two daylight sightings near Vanceburg,School bus drivers two daylight sightings near Vanceburg,2,2005
1905,10501,Class B,2005-02-05 12:00:00+00:00,33.6332,-86.2952, Hikers find footprints near Pell City,Hikers find footprints near Pell City,2,2005
3529,7593,Class B,2005-02-05 12:00:00+00:00,45.723,-121.8864, Stevenson Ridge vocalization startles father and son,Stevenson Ridge vocalization startles father son,2,2005
2794,10620,Class B,2005-02-06 12:00:00+00:00,47.8764,-95.0168, Footprints found in the snow in Red Lake,Footprints found snow Red Lake,2,2005
3267,10740,Class B,2005-02-09 12:00:00+00:00,35.80762,-88.30945, Couple finds tracks in backyard pond,Couple finds tracks backyard pond,2,2005
769,7023,Class A,2005-02-09 12:00:00+00:00,38.02825,-82.83425, Deer hunter has early morning sighting near Blaine,Deer hunter early morning sighting near Blaine,2,2005
1275,10595,Class A,2005-02-10 12:00:00+00:00,34.81417,-95.65417, Family has early morning encounter at small bridge,Family early morning encounter small bridge,2,2005
1032,24334,Class A,2005-02-10 12:00:00+00:00,34.40434,-77.23759, While training a U.S. Marine witnesses a large creature near Camp LeJuene,While training U.S. Marine witnesses large creature near Camp LeJuene,2,2005
3251,10623,Class B,2005-02-11 12:00:00+00:00,32.9032,-80.65645, Hog hunter hears possible vocalizations in the late afternoon near Erhardt,Hog hunter hears possible vocalizations late afternoon near Erhardt,2,2005
2336,12903,Class B,2005-02-11 12:00:00+00:00,29.04865,-81.4692, Stalking in swamp during Florida BFRO expedition,Stalking swamp Florida BFRO expedition,2,2005
2154,10883,Class B,2005-02-13 12:00:00+00:00,50.7,-112.76, Footprint found on the Siksika Nation Reserve near Cluny,Footprint found Siksika Nation Reserve near Cluny,2,2005
3125,10422,Class B,2005-02-14 12:00:00+00:00,34.64583,-94.575, Local family reports huge tracks near Big Cedar,Local family reports huge tracks near Big Cedar,2,2005
1222,26369,Class A,2005-02-15 12:00:00+00:00,39.63662,-84.36874, Late night sighting by motorists north of Germantown,Late night sighting motorists north Germantown,2,2005
249,10633,Class A,2005-02-15 12:00:00+00:00,49.94374,-123.2054, Daylight sighting by hikers in the Checakmus area,Daylight sighting hikers Checakmus area,2,2005
2978,20780,Class B,2005-02-15 12:00:00+00:00,40.52737,-118.1806, Hikers spot a dark figure walking on a snowy mountainside near Winnemucca,Hikers spot dark figure walking snowy mountainside near Winnemucca,2,2005
1731,10354,Class A,2005-02-15 12:00:00+00:00,47.62769,-117.3606, Boy scout observes large brown animal on two legs run by him,Boy scout observes large brown animal two legs run,2,2005
2987,14035,Class B,2005-02-15 12:00:00+00:00,44.66399,-73.73606, Possible night time sighitng  by motorist on Chazy Lake Road outside Saranac,Possible night time sighitng motorist Chazy Lake Road outside Saranac,2,2005
1211,10766,Class A,2005-02-24 12:00:00+00:00,41.57231,-81.22075, Motorist has a nighttime sighting just outside of Chardon,Motorist nighttime sighting outside Chardon,2,2005
2635,10797,Class B,2005-02-26 12:00:00+00:00,39.1441,-95.488, Hikers find footprint in Perry State Park,Hikers find footprint Perry State Park,2,2005
3600,23170,Class B,2005-03-01 12:00:00+00:00,48.11509,-121.9677," Possible ""Ohio"" Howls heard near Granite Falls","Possible ""Ohio"" Howls heard near Granite Falls",3,2005
3620,26035,Class B,2005-03-01 12:00:00+00:00,48.7844,-118.5545, Possible vocalizations heard and large footprints found near Malo,Possible vocalizations heard large footprints found near Malo,3,2005
3075,24356,Class B,2005-03-01 12:00:00+00:00,39.74678,-89.34647, Two fishermen hear possible vocalizations then find footprints west of Warren,Two fishermen hear possible vocalizations find footprints west Warren,3,2005
250,10878,Class A,2005-03-08 12:00:00+00:00,49.54,-123.94, Road crossing sighting outside Halfmoon Bay,Road crossing sighting outside Halfmoon Bay,3,2005
